OBJECTID,FID_NOAA_s,Field1,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,Jdate,Year,Month,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS,COUNTY_NAM,FID_WI_Cou,DNR_REGION,DNR_CNTY_C,COUNTY_N_1,COUNTY_FIP,Area_km2,Area_mile2
292,360,2544840,GHCND:US1WIWN0007,OMRO 2.3 WSW WI US,229.20000000000,44.02070000000,-88.77970000000,7/7/2008,189,2008,7,13.2,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
293,299,2459889,GHCND:US1WILC0004,MELROSE 8.2 SSW WI US,255.10000000000,44.02280000000,-91.06200000000,8/5/2007,217,2007,8,38.4,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,24,West Central Region,32,La Crosse,63,1242.35944051000,479.67766172700
294,564,2778565,GHCND:US1WITR0003,TREMPEALEAU 1.8 NW WI US,220.70000000000,44.02710000000,-91.45790000000,4/17/2011,107,2011,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
295,112,1152470,GHCND:USC00476330,OSHKOSH WI US,228.60000000000,44.03333000000,-88.55000000000,5/13/1993,133,1993,5,0,0,0,NA,18.90000000000,6.10000000000,13.30000000000,Winnebago,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
296,408,2680795,GHCND:USC00478987,WAUTOMA SILVER LAKE SAN DIST WI US,264.90000000000,44.04111000000,-89.24333000000,8/1/2009,213,2009,8,0.5,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,26,Northeast Region,70,Waushara,137,1649.67704935000,636.94386973600
297,358,2539477,GHCND:US1WIWN0004,OSHKOSH 1.3 NNE WI US,235.90000000000,44.03500000000,-88.54350000000,3/20/2007,79,2007,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
298,35,359390,GHCND:USC00471568,CHILTON WI US,256.00000000000,44.03333000000,-88.15000000000,3/11/1981,70,1981,3,0,0,0,NA,0.00000000000,-2.20000000000,5.00000000000,Calumet,30,Northeast Region,8,Calumet,15,1027.43402601000,396.69449525400
299,269,2420751,GHCND:US1WICT0001,CHILTON 0.6 NNW WI US,274.90000000000,44.03750000000,-88.16970000000,7/4/2015,185,2015,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,30,Northeast Region,8,Calumet,15,1027.43402601000,396.69449525400
300,410,2685628,GHCND:USW00054903,NECEDAH 5 WNW WI US,284.40000000000,44.06040000000,-90.17370000000,12/23/2004,358,2004,12,0,NA,NA,NA,-15.50000000000,-24.10000000000,0.00000000000,Juneau,27,West Central Region,29,Juneau,57,2081.41593104000,803.63918390300
301,498,2739383,GHCND:US1WIMN0006,TOMAH 5.0 N WI US,299.00000000000,44.06140000000,-90.50480000000,6/6/2014,157,2014,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,25,West Central Region,42,Monroe,81,2350.92732333000,907.69811423400
302,298,2459689,GHCND:US1WILC0003,HOLMEN 6.9 N WI US,218.80000000000,44.05740000000,-91.26560000000,7/8/2007,189,2007,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,24,West Central Region,32,La Crosse,63,1242.35944051000,479.67766172700
303,337,2511272,GHCND:US1WITR0002,GALESVILLE 1.5 WSW WI US,235.00000000000,44.07350000000,-91.38350000000,7/1/2007,182,2007,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
304,58,569760,GHCND:USC00472996,GALESVILLE 1 S WI US,210.00000000000,44.08333000000,-91.35000000000,12/30/1988,365,1988,12,0,76,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
305,380,2592502,GHCND:USC00472992,GALESVILLE 2 ESE WI US,245.40000000000,44.09490000000,-91.29220000000,8/27/2011,239,2011,8,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
306,359,2542334,GHCND:US1WIWN0005,OSHKOSH 5.2 N WI US,235.90000000000,44.09350000000,-88.55310000000,4/20/2007,110,2007,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
307,87,870027,GHCND:USC00475017,MANITOWOC WI US,178.00000000000,44.08694000000,-87.65222000000,6/22/2014,173,2014,6,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Manitowoc,31,Northeast Region,36,Manitowoc,71,1542.43095470000,595.53592109000
308,65,650422,GHCND:USC00473405,HANCOCK EXPERIMENTAL FARM WI US,328.00000000000,44.11139000000,-89.53333000000,6/7/2003,158,2003,6,14.7,0,0,NA,18.90000000000,12.20000000000,14.40000000000,Waushara,26,Northeast Region,70,Waushara,137,1649.67704935000,636.94386973600
309,436,2709023,GHCND:US1WICT0005,BRILLION 4.9 S WI US,253.60000000000,44.10750000000,-88.05290000000,5/8/2014,128,2014,5,17.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,30,Northeast Region,8,Calumet,15,1027.43402601000,396.69449525400
310,340,2515316,GHCND:US1WIWH0002,WAUTOMA 4.7 NW WI US,332.50000000000,44.12270000000,-89.35080000000,4/13/2009,103,2009,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,26,Northeast Region,70,Waushara,137,1649.67704935000,636.94386973600
311,407,2679203,GHCND:USC00478984,WAUTOMA 4 N WI US,321.90000000000,44.14050000000,-89.29770000000,1/1/2005,1,2005,1,10.2,51,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,26,Northeast Region,70,Waushara,137,1649.67704935000,636.94386973600
312,46,457296,GHCND:USC00472165,DODGE WI US,208.80000000000,44.13300000000,-91.55110000000,8/20/2012,233,2012,8,0.5,0,0,NA,24.40000000000,5.60000000000,22.80000000000,Trempealeau,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
313,496,2738175,GHCND:US1WIMC0008,MANITOWOC 1.9 NNW WI US,200.90000000000,44.12480000000,-87.69040000000,10/19/2015,292,2015,10,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,31,Northeast Region,36,Manitowoc,71,1542.43095470000,595.53592109000
314,495,2737991,GHCND:US1WIMC0007,BRILLION 2.8 SE WI US,261.80000000000,44.14380000000,-88.03840000000,8/15/2015,227,2015,8,10.7,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,31,Northeast Region,36,Manitowoc,71,1542.43095470000,595.53592109000
315,27,263261,GHCND:USC00471064,BRILLION WI US,246.90000000000,44.16160000000,-88.08020000000,7/23/2010,204,2010,7,50.3,0,0,NA,20.60000000000,17.80000000000,20.00000000000,Calumet,30,Northeast Region,8,Calumet,15,1027.43402601000,396.69449525400
316,4,31690,GHCND:USC00215488,MINNESOTA CITY DAM 5 MN US,203.90000000000,44.16667000000,-91.81667000000,3/8/1982,67,1982,3,0,76.2,0,NA,0.00000000000,0.00000000000,0.00000000000,Buffalo,35,West Central Region,6,Buffalo,11,1837.27981468000,709.37770238700
317,91,913114,GHCND:USC00475164,MATHER 3 NW WI US,295.70000000000,44.18333000000,-90.36667000000,5/15/2002,135,2002,5,0,0,0,NA,17.20000000000,3.90000000000,8.30000000000,Jackson,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
318,593,2795752,GHCND:US1WIWN0009,NEENAH 1.1 ENE WI US,234.70000000000,44.17370000000,-88.45130000000,6/9/2014,160,2014,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
319,116,1203088,GHCND:USC00476594,PINE RIVER 3 NE WI US,274.90000000000,44.18333000000,-89.03333000000,5/28/1981,148,1981,5,0,0,0,NA,21.10000000000,5.60000000000,13.30000000000,Waushara,26,Northeast Region,70,Waushara,137,1649.67704935000,636.94386973600
320,492,2734974,GHCND:US1WIMC0002,TWO RIVERS 4.5 WNW WI US,184.40000000000,44.17470000000,-87.66770000000,3/15/2014,74,2014,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,31,Northeast Region,36,Manitowoc,71,1542.43095470000,595.53592109000
321,493,2736131,GHCND:US1WIMC0004,TWO RIVERS 1.4 N WI US,185.30000000000,44.17620000000,-87.58330000000,4/12/2013,102,2013,4,15,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,31,Northeast Region,36,Manitowoc,71,1542.43095470000,595.53592109000
322,435,2708471,GHCND:US1WICT0004,MENASHA 5.4 ESE WI US,241.10000000000,44.19640000000,-88.33070000000,3/29/2014,88,2014,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,30,Northeast Region,8,Calumet,15,1027.43402601000,396.69449525400
323,356,2535756,GHCND:US1WIWN0001,NEENAH 4.4 NW WI US,252.70000000000,44.21250000000,-88.52960000000,3/3/2007,62,2007,3,14.2,NA,157,NA,0.00000000000,0.00000000000,0.00000000000,NA,29,Northeast Region,71,Winnebago,139,1498.76265264000,578.67549540400
324,579,2787431,GHCND:US1WIWD0006,NEKOOSA 4.2 S WI US,299.00000000000,44.25270000000,-89.91450000000,11/4/2015,308,2015,11,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
325,8,78984,GHCND:USC00470265,APPLETON WI US,228.60000000000,44.25000000000,-88.36667000000,2/26/1987,57,1987,2,0,0,0,NA,5.60000000000,-6.10000000000,-2.80000000000,Outagamie,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
326,580,2787555,GHCND:US1WIWD0007,NEKOOSA 3.7 SSW WI US,298.70000000000,44.26310000000,-89.93530000000,6/22/2015,173,2015,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
327,19,199786,GHCND:USC00470851,BLACK RIVER FALLS 2 SE WI US,264.90000000000,44.26667000000,-90.81667000000,6/23/1986,174,1986,6,0,NA,NA,NA,25.60000000000,13.30000000000,7.20000000000,Jackson,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
328,320,2486986,GHCND:US1WIOG0002,KIMBERLY 1.0 SE WI US,224.00000000000,44.25860000000,-88.32840000000,3/18/2007,77,2007,3,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
329,513,2746146,GHCND:US1WIOG0012,KAUKAUNA 1.5 SW WI US,219.50000000000,44.26060000000,-88.28590000000,7/14/2014,195,2014,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
330,319,2485409,GHCND:US1WIOG0001,KIMBERLY 0.3 ESE WI US,224.90000000000,44.26860000000,-88.33540000000,1/1/2007,1,2007,1,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
331,191,2015660,GHCND:USC00470855,BLACK RIVER FALLS SEWAGE WI US,246.90000000000,44.29028000000,-90.85361000000,12/31/2002,365,2002,12,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
332,512,2744989,GHCND:US1WIOG0007,APPLETON 1.3 N WI US,235.00000000000,44.28580000000,-88.39470000000,1/23/2014,23,2014,1,0.5,NA,8,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
333,626,2838377,GHCND:USR0000WBRF,BLACK RIVER FALLS WISCONSIN WI US,255.40000000000,44.30030000000,-90.83500000000,9/19/1998,262,1998,9,NA,NA,NA,20.6,20.60000000000,20.60000000000,0.00000000000,Jackson,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
334,20,201617,GHCND:USC00470882,BLAIR WI US,262.10000000000,44.30000000000,-91.23333000000,7/17/1997,198,1997,7,9.4,0,0,NA,33.90000000000,18.30000000000,18.90000000000,Trempealeau,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
335,190,2008885,GHCND:USC00470456,BABCOCK 1 WNW WI US,297.20000000000,44.30770000000,-90.13130000000,10/7/2012,281,2012,10,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
336,371,2570397,GHCND:USC00470885,BLAIR 2 NW WI US,261.20000000000,44.31250000000,-91.26528000000,11/5/2009,309,2009,11,0,0,0,NA,5.60000000000,-5.00000000000,-3.90000000000,Trempealeau,34,West Central Region,62,Trempealeau,121,1920.10776166000,741.35775150800
337,293,2452523,GHCND:US1WIJK0001,BLACK RIVER FALLS 1.7 NNE WI US,248.10000000000,44.32000000000,-90.83000000000,7/13/2007,194,2007,7,1.5,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
338,361,2547568,GHCND:US1WIWP0001,WEYAUWEGA 0.1 S WI US,245.10000000000,44.32130000000,-88.92860000000,6/9/2007,160,2007,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,37,Northeast Region,69,Waupaca,135,1980.25472967000,764.58062568800
339,577,2783856,GHCND:US1WIWD0002,WISCONSIN RAPIDS 4.6 SSE WI US,311.20000000000,44.33820000000,-89.78200000000,8/1/2010,213,2010,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
340,212,2135383,GHCND:USC00470124,ALMA DAM 4 WI US,204.20000000000,44.32722000000,-91.91944000000,11/22/2002,326,2002,11,0,0,0,NA,2.80000000000,-5.00000000000,1.10000000000,Buffalo,35,West Central Region,6,Buffalo,11,1837.27981468000,709.37770238700
341,40,411547,GHCND:USC00471880,CRANMOOR WI US,304.80000000000,44.35000000000,-90.00000000000,5/1/1992,122,1992,5,0,NA,NA,NA,30.60000000000,15.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
342,165,1726157,GHCND:USC00478951,WAUPACA WI US,256.00000000000,44.35000000000,-89.06667000000,7/29/1989,210,1989,7,0,0,0,NA,23.30000000000,11.10000000000,12.80000000000,Waupaca,37,Northeast Region,69,Waupaca,135,1980.25472967000,764.58062568800
343,249,2336896,GHCND:USW00004826,WISCONSIN RAPIDS ALEXANDER FIELD WI US,310.60000000000,44.35917000000,-89.83694000000,4/4/1999,94,1999,4,9.9,NA,NA,8.3,12.80000000000,3.90000000000,0.00000000000,Wood,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
344,38,397626,GHCND:USC00471708,CODDINGTON 1 E WI US,323.10000000000,44.36667000000,-89.53333000000,2/16/1984,47,1984,2,0,152.4,0,NA,5.60000000000,-1.10000000000,1.70000000000,Portage,38,West Central Region,50,Portage,97,2130.21521675000,822.48069345500
345,377,2585349,GHCND:USC00472055,DENMARK WWTP WI US,249.60000000000,44.35139000000,-87.81194000000,10/18/2007,291,2007,10,24.4,0,0,NA,17.80000000000,10.00000000000,16.70000000000,Brown,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
346,176,1847198,GHCND:USC00479335,WISCONSIN RAPIDS WI US,317.00000000000,44.38333000000,-89.80000000000,6/30/1984,182,1984,6,0,0,0,NA,26.10000000000,10.60000000000,13.90000000000,Wood,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
347,107,1094087,GHCND:USC00475932,NEW LONDON WI US,231.60000000000,44.38333000000,-88.73333000000,8/13/1983,225,1983,8,0,0,0,NA,27.80000000000,11.70000000000,27.80000000000,Outagamie,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
348,177,1858993,GHCND:USC00479345,WISCONSIN RAPIDS GRAND AV B WI US,305.40000000000,44.40000000000,-89.81667000000,6/16/1996,168,1996,6,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
349,67,675910,GHCND:USC00473471,HATFIELD WI US,289.90000000000,44.40000000000,-90.73333000000,12/25/1989,359,1989,12,0,76,0,NA,3.30000000000,-11.70000000000,-5.60000000000,Jackson,33,West Central Region,27,Jackson,53,2588.59510539000,999.46215791500
350,117,1203598,GHCND:USC00476622,PITTSVILLE WI US,313.90000000000,44.43333000000,-90.13333000000,1/1/1981,1,1981,1,0,NA,NA,NA,-1.10000000000,-5.00000000000,-2.20000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
351,578,2785545,GHCND:US1WIWD0004,PITTSVILLE 0.1 NE WI US,312.40000000000,44.44120000000,-90.12890000000,9/25/2010,268,2010,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
352,403,2664749,GHCND:USC00477761,SHIOCTON WI US,230.10000000000,44.43880000000,-88.58380000000,11/7/2008,312,2008,11,4.6,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
353,339,2514260,GHCND:US1WIWD0001,VESPER 2.2 SSE WI US,326.70000000000,44.45370000000,-89.94660000000,7/23/2009,204,2009,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
354,416,2696274,GHCND:US1WIBN0008,DE PERE 2.4 W WI US,194.80000000000,44.44200000000,-88.11920000000,9/25/2011,268,2011,9,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
355,594,2796831,GHCND:US1WIWP0003,OGDENSBURG 2.5 E WI US,281.00000000000,44.45530000000,-88.98130000000,9/14/2012,258,2012,9,1.3,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,37,Northeast Region,69,Waupaca,135,1980.25472967000,764.58062568800
356,210,2132600,GHCND:US1WIPT0006,PLOVER 0.7 E WI US,331.60000000000,44.46220000000,-89.52970000000,7/29/2015,210,2015,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,38,West Central Region,50,Portage,97,2130.21521675000,822.48069345500
357,417,2697178,GHCND:US1WIBN0010,GREEN BAY 5.3 SSW WI US,183.50000000000,44.45010000000,-88.03060000000,9/19/2012,263,2012,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
358,419,2698032,GHCND:US1WIBN0014,GREEN BAY 3.8 SSE WI US,189.30000000000,44.46770000000,-87.97350000000,5/21/2014,141,2014,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
359,74,746718,GHCND:USC00474195,KEWAUNEE WI US,180.70000000000,44.46270000000,-87.50500000000,11/9/2013,313,2013,11,6.4,0,0,NA,7.80000000000,-2.80000000000,6.70000000000,Kewaunee,41,Northeast Region,31,Kewaunee,61,891.12060761200,344.06359016500
360,181,1910080,GHCND:USW00014898,GREEN BAY AUSTIN STRAUBEL INTERNATIONAL AIRPORT WI US,214.00000000000,44.48333000000,-88.13333000000,2/13/1992,44,1992,2,1.5,0,20,NA,-1.10000000000,-6.70000000000,0.00000000000,Brown,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
361,418,2697701,GHCND:US1WIBN0012,ASHWAUBENON 0.3 WSW WI US,192.00000000000,44.48470000000,-88.08910000000,9/10/2014,253,2014,9,0.3,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
362,321,2488026,GHCND:US1WIOG0005,BLACK CREEK 2.1 NNW WI US,239.60000000000,44.50130000000,-88.46940000000,9/12/2009,255,2009,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
363,151,1556480,GHCND:USC00478171,STEVENS POINT WI US,328.90000000000,44.51130000000,-89.58550000000,12/17/2011,351,2011,12,0,0,0,NA,-3.90000000000,-8.90000000000,-8.30000000000,Portage,38,West Central Region,50,Portage,97,2130.21521675000,822.48069345500
364,382,2596408,GHCND:USC00473268,GREEN BAY WEATHER FORECAST OFFICE WI US,213.40000000000,44.49778000000,-88.11083000000,1/11/2005,11,2005,1,0.3,102,3,NA,-1.70000000000,-7.20000000000,-1.70000000000,Brown,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
365,330,2503546,GHCND:US1WIPT0001,STEVENS POINT 0.9 SSW WI US,331.00000000000,44.51580000000,-89.56770000000,3/20/2010,79,2010,3,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,38,West Central Region,50,Portage,97,2130.21521675000,822.48069345500
366,536,2762810,GHCND:US1WIPT0003,STEVENS POINT 1.3 SW WI US,331.60000000000,44.51590000000,-89.57980000000,11/12/2013,316,2013,11,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,38,West Central Region,50,Portage,97,2130.21521675000,822.48069345500
367,139,1438323,GHCND:USC00477636,SEYMOUR WI US,240.80000000000,44.51667000000,-88.35000000000,2/7/1987,38,1987,2,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,Outagamie,32,Northeast Region,45,Outagamie,87,1668.71624396000,644.29494387200
368,105,1075822,GHCND:USC00475808,NEILLSVILLE 3 SW WI US,320.00000000000,44.53333000000,-90.63333000000,5/14/1985,134,1985,5,3.048,0,0,NA,22.80000000000,8.90000000000,20.60000000000,Clark,45,West Central Region,10,Clark,19,3153.81194827000,1217.69360102000
369,535,2761504,GHCND:US1WIPP0002,STOCKHOLM 3.0 NE WI US,348.40000000000,44.51790000000,-92.22370000000,11/27/2015,331,2015,11,6.4,3,3,NA,0.00000000000,0.00000000000,0.00000000000,NA,40,West Central Region,47,Pepin,91,644.16800964600,248.71465902100
370,260,2405057,GHCND:US1WIBN0001,GREEN BAY 2.4 WNW WI US,178.90000000000,44.52890000000,-88.03760000000,4/12/2007,102,2007,4,7.6,NA,102,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
371,226,2211135,GHCND:USC00473271,GREEN BAY BOTANICAL WI US,213.10000000000,44.53306000000,-88.09778000000,10/26/2007,299,2007,10,0,0,0,NA,12.20000000000,-1.10000000000,2.20000000000,Brown,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
372,420,2698995,GHCND:US1WIBN0015,HOWARD 2.9 SW WI US,198.10000000000,44.54660000000,-88.12230000000,8/3/2013,215,2013,8,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
373,415,2695006,GHCND:US1WIBN0007,GREEN BAY 6.3 WNW WI US,200.60000000000,44.54990000000,-88.11110000000,5/16/2011,136,2011,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
374,100,1021591,GHCND:USC00475563,MONDOVI WI US,253.00000000000,44.56472000000,-91.67194000000,11/14/2008,319,2008,11,0,0,0,NA,7.20000000000,-1.10000000000,2.80000000000,Buffalo,35,West Central Region,6,Buffalo,11,1837.27981468000,709.37770238700
375,53,524280,GHCND:USC00472678,FAIRCHILD RANGER STATION WI US,328.90000000000,44.60000000000,-90.96667000000,11/5/1988,310,1988,11,9.7,0,0,NA,10.00000000000,0.00000000000,1.10000000000,Eau Claire,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
376,37,384879,GHCND:USC00471676,CLINTONVILLE WI US,243.80000000000,44.61472000000,-88.74667000000,3/15/2000,75,2000,3,0,0,0,NA,11.10000000000,-1.70000000000,0.60000000000,Waupaca,37,Northeast Region,69,Waupaca,135,1980.25472967000,764.58062568800
377,421,2699121,GHCND:US1WIBN0018,NEW FRANKEN 5.3 NNE WI US,231.00000000000,44.60660000000,-87.81180000000,10/13/2014,286,2014,10,0.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
378,89,895274,GHCND:USC00475120,MARSHFIELD EXPERIMENTAL FARM WI US,381.00000000000,44.63220000000,-90.13140000000,9/26/2004,270,2004,9,0,0,0,NA,22.20000000000,7.20000000000,10.60000000000,Wood,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
379,187,1977572,GHCND:USC00472279,DURAND WI US,214.90000000000,44.61970000000,-91.97950000000,7/28/2015,209,2015,7,0,0,0,NA,29.40000000000,20.60000000000,23.90000000000,Pepin,40,West Central Region,47,Pepin,91,644.16800964600,248.71465902100
380,257,2391679,GHCND:USW00094985,MARSHFIELD MUNICIPAL AIRPORT WI US,382.50000000000,44.63806000000,-90.18750000000,11/26/2002,330,2002,11,0,NA,NA,-6.1,-1.10000000000,-11.10000000000,0.00000000000,Wood,36,West Central Region,72,Wood,141,2094.13533178000,808.55017198700
381,229,2228084,GHCND:USC00473680,HOFA PARK WI US,266.10000000000,44.63056000000,-88.32722000000,1/1/2003,1,2003,1,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
382,5,41851,GHCND:USC00216822,RED WING DAM 3 MN US,206.30000000000,44.61667000000,-92.61667000000,7/7/1995,188,1995,7,3.3,0,0,NA,22.80000000000,13.30000000000,14.40000000000,Pierce,43,West Central Region,48,Pierce,93,1535.00184121000,592.66752433300
383,414,2693146,GHCND:US1WIBN0006,SUAMICO 4.4 WNW WI US,210.60000000000,44.66110000000,-88.11780000000,4/4/2010,94,2010,4,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,39,Northeast Region,5,Brown,9,1386.20404984000,535.21637589400
384,563,2778562,GHCND:US1WISW0005,PULASKI 3.7 W WI US,278.30000000000,44.66780000000,-88.31160000000,12/29/2015,363,2015,12,26.2,191,191,NA,0.00000000000,0.00000000000,0.00000000000,NA,44,Northeast Region,59,Shawano,115,2354.40547609000,909.04103652200
385,215,2157474,GHCND:USC00470382,AUGUSTA RANGER STATION WI US,292.60000000000,44.68250000000,-91.13583000000,3/8/2004,68,2004,3,NA,127,NA,NA,2.20000000000,-8.90000000000,-5.60000000000,Eau Claire,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
386,398,2649420,GHCND:USC00476874,PULASKI WWTP WI US,240.50000000000,44.67740000000,-88.22750000000,8/31/2011,243,2011,8,3.3,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
387,327,2500010,GHCND:US1WIPP0001,ARKANSAW 4.4 NW WI US,365.50000000000,44.67580000000,-92.10090000000,6/17/2009,168,2009,6,17.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,40,West Central Region,47,Pepin,91,644.16800964600,248.71465902100
388,627,2844037,GHCND:USR0000WAUG,AUGUSTA WISCONSIN WI US,295.70000000000,44.69810000000,-91.13420000000,8/30/1998,242,1998,8,NA,NA,NA,10.6,10.60000000000,10.60000000000,0.00000000000,Eau Claire,42,West Central Region,18,Eau Claire,35,1670.53091944000,644.99559399000
